<<<<<<< HEAD
<<<<<<< HEAD
index,condition,constructionYear,lat,length,lon,lrp,road
490,C,,21.42940336,136.3,92.03188875,LRP377A,N1
491,A,1984,21.43032578,3.5,92.0296207,LRP377C,N1
492,A,1989,21.43015392,10.3,92.0283435,LRP377D,N1
493,A,1989,21.42649862,9,92.02388341,LRP377F,N1
494,C,1951,21.42306306,4.5,92.02678796,LRP378A,N1
495,C,1951,21.42267217,11.3,92.02729245,LRP378B,N1
496,C,1951,21.41940178,2.4,92.03168291,LRP379A,N1
497,B,1999,21.41702324,7.2,92.03472607,LRP379B,N1
498,C,1952,21.41611676,8.1,92.03593571,LRP379C,N1
499,A,1996,21.41425993,10.9,92.03867369,LRP380A,N1
500,A,1996,21.41249684,8.3,92.03952685,LRP380C,N1
501,B,1952,21.41100293,8.3,92.04433796,LRP380E,N1
502,B,1980,21.41024886,2.2,92.04803668,LRP381A,N1
503,A,1995,21.41029819,8.2,92.04966222,LRP381B,N1
504,A,1968,21.40992368,1.9,92.05188844,LRP381C,N1
505,A,1979,21.40883992,3,92.05502381,LRP382A,N1
506,A,1978,21.40795741,2.8,92.05601249,LRP382B,N1
507,D,1952,21.40636071,10,92.05804678,LRP382C,N1
508,A,1952,21.40414992,1.6,92.0618387,LRP383A,N1
509,A,1992,21.40200937,3.6,92.06474063,LRP383B,N1
510,C,1951,21.4001879,8,92.06608292,LRP383C,N1
511,C,1951,21.3987859,1.3,92.06652655,LRP383D,N1
512,A,1996,21.39501442,8.3,92.06758841,LRP384A,N1
513,C,1954,21.39085551,22,92.0684757,LRP384B,N1
514,C,1952,21.3888052,2.7,92.0689623,LRP385A,N1
515,B,1973,21.38745385,2.7,92.06971629,LRP385B,N1
516,C,1952,21.3862186,2.9,92.07028849,LRP385C,N1
517,C,1951,21.38564113,1.8,92.07045432,LRP385D,N1
518,B,1951,21.38440646,2.8,92.07052234,LRP385E,N1
519,B,1951,21.38310508,1.8,92.07088092,LRP385F,N1
520,A,1951,21.38290767,1.7,92.07095108,LRP385G,N1
521,A,1951,21.38084224,0.8,92.07099827,LRP386A,N1
522,B,1951,21.37961878,1.5,92.07061304,LRP386B,N1
523,A,1951,21.3793128,1.5,92.07049139,LRP386C,N1
524,C,1951,21.37785109,2.2,92.07035482,LRP386D,N1
525,A,1951,21.37688823,1.5,92.07112233,LRP386E,N1
526,A,1951,21.37627929,3,92.07174583,LRP386F,N1
527,C,1951,21.37508506,2.4,92.0730283,LRP386G,N1
528,A,1951,21.37453724,1.3,92.07406151,LRP387A,N1
529,A,1951,21.37438002,1.3,92.07486174,LRP387B,N1
530,C,1951,21.37379576,1.3,92.07662366,LRP387C,N1
531,C,1951,21.37241685,1.3,92.0778931,LRP387D,N1
532,A,1951,21.37069027,1.3,92.07906728,LRP387E,N1
533,A,1951,21.36974364,1.3,92.07964348,LRP387F,N1
534,A,1951,21.36864522,1.3,92.0800515,LRP388A,N1
535,B,1951,21.36759924,1.3,92.08046867,LRP388B,N1
536,C,1951,21.3649268,7.1,92.08136173,LRP388C,N1
537,B,1951,21.36410023,1.3,92.08133161,LRP388D,N1
538,B,1951,21.36130043,1.6,92.08054409,LRP388E,N1
539,A,1998,21.3604702,2.5,92.08015261,LRP389A,N1
540,A,1951,21.35972779,1.3,92.07980254,LRP389B,N1
541,C,1951,21.35874588,2.2,92.07933953,LRP389C,N1
542,A,1998,21.3562553,4,92.0790827,LRP389D,N1
543,A,1998,21.3500252,21.5,92.07843429,LRP390A,N1
544,C,,21.3500252,21.5,92.07843429,LRP390A,N1
545,C,1951,21.34533221,11.3,92.07897034,LRP390C,N1
546,A,1998,21.34208932,14.1,92.07885388,LRP391A,N1
547,B,1951,21.33655661,2.3,92.0789637,LRP391C,N1
548,C,1951,21.33383908,24.1,92.07904286,LRP392A,N1
549,C,1952,21.3269177,45.6,92.08197087,LRP393A,N1
550,C,1951,21.32378693,5,92.08574298,LRP393C,N1
551,D,1951,21.32110878,11.2,92.08888364,LRP394A,N1
552,B,1951,21.32058313,1.3,92.08949676,LRP394C,N1
553,C,1952,21.31620967,49.3,92.09395927,LRP394E,N1
554,B,1951,21.30822684,2.4,92.09726483,LRP395A,N1
555,C,1951,21.30351652,2.3,92.09684875,LRP396A,N1
556,D,1952,21.29974536,61.3,92.09747726,LRP396B,N1
557,A,2000,21.2887748,14.1,92.09995497,LRP398A,N1
558,B,1990,21.28755005,11,92.10006239,LRP398B,N1
559,A,1998,21.28373823,10.3,92.10055463,LRP398D,N1
560,A,1989,21.27400579,14,92.10442234,LRP400A,N1
561,A,1958,21.27389217,23.5,92.10447857,LRP400B,N1
562,A,1958,21.27161164,23.5,92.10560708,LRP400C,N1
563,C,1961,21.26764127,11.1,92.10915299,LRP400E,N1
564,C,1953,21.26713354,50.6,92.10987205,LRP401A,N1
565,C,1958,21.26558335,11.5,92.11206748,LRP401C,N1
566,C,1958,21.26004737,6.6,92.11898609,LRP402A,N1
567,A,1958,21.25862422,2.4,92.12071798,LRP402B,N1
568,A,1951,21.2570551,17,92.1224165,LRP402C,N1
569,A,1951,21.25520644,2.4,92.12438721,LRP403A,N1
570,C,1952,21.2538028,11.1,92.12659709,LRP403B,N1
571,C,1951,21.2504537,8.5,92.1307493,LRP403D,N1
572,C,1958,21.24896449,2.4,92.13284109,LRP404A,N1
573,B,1964,21.24572626,20.7,92.13730421,LRP404B,N1
574,A,1958,21.23087848,2,92.16075715,LRP408A,N1
575,C,1951,21.22931553,11.3,92.16135615,LRP408B,N1
576,B,1978,21.22151998,2.2,92.16170326,LRP409A,N1
577,C,1967,21.21896008,10.9,92.16207776,LRP409B,N1
578,C,1953,21.21737605,2.1,92.16248399,LRP409D,N1
579,A,1953,21.21601159,2,92.16366416,LRP410A,N1
580,A,1968,21.21493596,1.8,92.1655512,LRP410B,N1
581,A,1958,21.21443086,2.2,92.16640674,LRP410C,N1
582,A,1984,21.20630473,6.4,92.17001802,LRP411A,N1
583,A,1951,21.20434099,2.2,92.17035673,LRP411B,N1
584,A,1973,21.20196717,3.1,92.17040067,LRP412A,N1
585,A,1967,21.19763242,39.3,92.17057726,LRP412B,N1
586,C,,21.19763242,38.7,92.17057726,LRP412B,N1
587,A,1964,21.19531553,3,92.17050747,LRP412D,N1
588,B,1951,21.1907731,9.4,92.16807032,LRP413A,N1
589,A,,21.1907731,9.4,92.16807032,LRP413A,N1
590,D,1978,21.18889194,15.4,92.16587736,LRP413B,N1
591,D,,21.18889194,15.4,92.16587736,LRP413B,N1
592,A,1978,21.18397443,1.2,92.15930264,LRP414A,N1
593,C,1951,21.17970671,3.1,92.15783106,LRP415A,N1
594,B,1951,21.17741716,3.1,92.15703721,LRP415B,N1
595,C,1978,21.17542081,48.8,92.15625261,LRP415C,N1
596,D,,21.17542081,48.2,92.15625261,LRP415C,N1
597,C,1978,21.17248281,9.4,92.15529403,LRP416A,N1
598,A,,21.17248281,9.4,92.15529403,LRP416A,N1
599,B,1951,21.17037235,31.1,92.15473878,LRP416B,N1
600,A,,21.17037235,21.5,92.15473878,LRP416B,N1
601,B,1958,21.16882136,9.4,92.1536624,LRP416D,N1
602,C,,21.16882136,9.4,92.1536624,LRP416D,N1
603,A,1951,21.16823293,3,92.15314598,LRP416E,N1
604,B,1978,21.16666535,9.3,92.15233765,LRP416F,N1
605,C,1978,21.16557256,3,92.1522082,LRP417A,N1
606,A,1978,21.16498781,4.6,92.15219007,LRP417B,N1
607,C,1978,21.16197574,1.25,92.15233147,LRP417C,N1
608,A,1951,21.1602045,3,92.15252572,LRP417D,N1
609,C,1951,21.15845347,3,92.15251956,LRP417E,N1
610,C,1951,21.15246328,9.4,92.15341459,LRP418A,N1
611,C,1951,21.14989065,15.2,92.15521562,LRP418B,N1
612,C,,21.14989065,15.2,92.15521562,LRP418B,N1
613,C,1978,21.14776767,58,92.15704263,LRP419A,N1
614,A,,21.14776767,57.6,92.15704263,LRP419A,N1
615,B,1978,21.14254625,3.3,92.15942922,LRP419C,N1
616,C,1978,21.14086477,15.4,92.16052223,LRP420A,N1
617,C,,21.14086477,15.4,92.16052223,LRP420A,N1
618,A,1975,21.14021046,3.3,92.1615531,LRP420C,N1
619,A,1951,21.13888718,3.3,92.16363791,LRP420D,N1
620,A,1951,21.1380665,1.2,92.1651978,LRP420E,N1
621,C,1951,21.13792108,32,92.16635342,LRP420F,N1
622,D,1951,21.13761246,12.3,92.16805871,LRP421A,N1
623,D,,21.13761246,12.3,92.16805871,LRP421A,N1
624,C,1951,21.13733505,1.2,92.17001121,LRP421C,N1
625,B,1951,21.13661254,15.2,92.17450278,LRP421D,N1
626,C,,21.13661254,15.2,92.17450278,LRP421D,N1
627,A,1951,21.1360413,4.8,92.17605699,LRP421F,N1
628,C,1978,21.13491492,1.3,92.17793796,LRP422A,N1
629,A,1951,21.1342388,3.3,92.17915872,LRP422B,N1
630,B,1951,21.13189689,4.7,92.18469174,LRP422C,N1
631,C,1951,21.12997372,1.2,92.18681585,LRP423A,N1
632,B,1951,21.1297681,7.9,92.187047,LRP423B,N1
633,D,,21.1297681,7.9,92.187047,LRP423B,N1
634,A,1951,21.12900608,1.2,92.18790361,LRP423C,N1
635,A,1970,21.12832269,1.2,92.18867184,LRP423D,N1
636,B,1951,21.12785701,1.2,92.18919533,LRP423E,N1
637,A,1978,21.12510369,6.4,92.19136747,LRP424A,N1
638,D,,21.12510369,6.4,92.19136747,LRP424A,N1
639,A,1978,21.12376049,3.35,92.19215889,LRP424B,N1
640,C,1974,21.12291081,13,92.19272235,LRP424C,N1
641,C,,21.12291081,13,92.19272235,LRP424C,N1
642,A,1984,21.12253472,3.2,92.19296056,LRP424E,N1
643,C,1981,21.12156989,73.3,92.19351697,LRP424G,N1
644,B,,21.12156989,72.6,92.19351697,LRP424G,N1
645,A,1984,21.11846094,3.4,92.19629223,LRP425A,N1
646,A,1985,21.11597435,2.8,92.19707449,LRP425B,N1
647,B,1976,21.11455805,12.8,92.19802083,LRP425C,N1
648,D,,21.11455805,12.8,92.19802083,LRP425C,N1
649,A,1967,21.11189301,1.2,92.2005928,LRP425E,N1
650,A,1986,21.11081015,1.2,92.20209569,LRP426A,N1
651,A,1978,21.10988389,1.2,92.20337965,LRP426B,N1
652,A,1993,21.10877134,2.8,92.20483787,LRP426C,N1
653,A,1976,21.10831653,2.8,92.20533398,LRP426D,N1
654,A,1964,21.1078333,1.2,92.2061073,LRP426E,N1
655,C,1976,21.10529443,1.2,92.20739816,LRP427A,N1
656,A,1976,21.10202957,34.2,92.20793946,LRP427B,N1
657,C,,21.10202957,34.2,92.20793946,LRP427B,N1
658,A,1999,21.10057741,3,92.20857805,LRP427D,N1
659,A,1999,21.09887103,1.2,92.20965792,LRP427E,N1
660,A,1964,21.09503127,2.7,92.2114601,LRP428A,N1
661,A,1966,21.09444522,2.7,92.21167626,LRP428B,N1
662,A,1993,21.09238273,4.2,92.21231115,LRP428C,N1
663,A,1986,21.09052602,2.7,92.21288459,LRP428D,N1
664,A,1976,21.08886703,1.2,92.21369557,LRP429A,N1
665,A,1964,21.08695915,2.8,92.21483637,LRP429B,N1
666,A,1984,21.0864997,1.2,92.2151111,LRP429C,N1
667,B,1986,21.0844125,14,92.21591985,LRP429D,N1
668,A,,21.0844125,14,92.21591985,LRP429D,N1
669,A,1966,21.08224195,1.2,92.21660122,LRP429F,N1
670,A,1984,21.08044299,1,92.21740407,LRP430A,N1
671,A,1978,21.07922435,1,92.2181233,LRP430B,N1
672,A,1978,21.07728257,3,92.21993007,LRP430C,N1
673,C,1968,21.07571716,6.1,92.2214354,LRP430D,N1
674,A,1974,21.07417778,5.8,92.22224894,LRP431A,N1
675,A,1962,21.07249295,1.3,92.22351281,LRP431B,N1
676,B,1978,21.07123188,5.8,92.22429237,LRP431C,N1
677,C,1974,21.06953633,7.5,92.22456877,LRP431D,N1
678,C,,21.06953633,7.5,92.22456877,LRP431D,N1
679,A,1964,21.06503985,1.2,92.22453455,LRP432A,N1
680,B,1978,21.05987366,30.9,92.22638221,LRP432B,N1
681,C,,21.05987366,30.9,92.22638221,LRP432B,N1
682,C,1980,21.05798976,1.2,92.22650905,LRP433A,N1
683,B,1970,21.05629435,9.4,92.22664528,LRP433B,N1
684,D,,21.05629435,9.4,92.22664528,LRP433B,N1
685,B,1976,21.05428676,11.8,92.2274587,LRP433C,N1
686,C,,21.05428676,11.8,92.2274587,LRP433C,N1
687,C,1964,21.05194066,2.8,92.2296965,LRP433D,N1
688,C,1954,21.05084861,1.2,92.23351314,LRP434A,N1
689,C,1965,21.04645985,31.7,92.23512064,LRP434B,N1
690,C,1952,21.0422652,1.2,92.23675521,LRP435A,N1
691,C,1952,21.04044085,1.2,92.23765412,LRP435B,N1
692,A,1984,21.03764496,6.2,92.23905203,LRP435C,N1
693,B,1978,21.03403085,32.1,92.24070637,LRP436A,N1
694,C,,21.03403085,32.1,92.24070637,LRP436A,N1
695,A,1976,21.02795447,4.4,92.24158582,LRP437A,N1
696,A,1968,21.02565987,2.9,92.24180417,LRP437B,N1
697,A,1962,21.01980875,2.8,92.24281403,LRP438A,N1
698,A,1974,21.01734176,2.8,92.24383848,LRP438B,N1
699,A,1966,21.01592903,1.9,92.2447567,LRP438C,N1
700,B,1978,21.00976865,45.6,92.24953772,LRP439A,N1
701,C,,21.00976865,45.6,92.24953772,LRP439A,N1
702,B,1967,21.0058253,2.8,92.25227984,LRP439C,N1
703,C,1956,20.9994059,12.5,92.25372143,LRP440A,N1
704,C,,20.9994059,12.5,92.25372143,LRP440A,N1
705,C,1975,20.98935826,29.9,92.25457123,LRP441A,N1
706,C,,20.98935826,29.9,92.25457123,LRP441A,N1
707,C,1962,20.98133172,1.2,92.25211348,LRP442A,N1
708,C,1966,20.97902798,36.6,92.25122285,LRP443A,N1
709,A,,20.97902798,36.6,92.25122285,LRP443A,N1
710,A,1985,20.97593722,2.8,92.24998987,LRP443C,N1
711,B,1976,20.97327818,30.4,92.24937612,LRP443D,N1
712,C,,20.97327818,30.4,92.24937612,LRP443D,N1
713,A,1985,20.96915708,1.2,92.2486529,LRP444A,N1
714,B,1973,20.96785342,8.8,92.24897209,LRP444B,N1
715,B,,20.96785342,8.8,92.24897209,LRP444B,N1
716,A,1987,20.96556859,1.2,92.25087239,LRP444C,N1
717,A,1987,20.96496789,1.2,92.25142887,LRP444D,N1
718,A,1973,20.96418928,1.2,92.25188177,LRP444E,N1
719,A,1973,20.96418928,1.2,92.25188177,LRP444E,N1
720,A,1985,20.96142314,9.2,92.25325399,LRP445A,N1
721,A,,20.96142314,9.2,92.25325399,LRP445A,N1
722,B,1972,20.959945,41.75,92.25371874,LRP445B,N1
723,C,,20.959945,41.75,92.25371874,LRP445B,N1
724,A,1972,20.95710001,1.2,92.25465266,LRP445D,N1
725,A,1982,20.95493884,7.5,92.25553125,LRP446A,N1
726,A,,20.95493884,7.5,92.25553125,LRP446A,N1
727,A,1990,20.94914513,35.5,92.25842089,LRP446B,N1
728,C,1990,20.94914513,37.2,92.25842089,LRP446B,N1
729,A,1973,20.94815369,1.5,92.25926333,LRP446D,N1
730,A,1973,20.94709479,2.7,92.25978831,LRP447A,N1
731,A,1973,20.94585079,1.2,92.2603333,LRP447B,N1
732,C,1974,20.94278852,38.6,92.26059681,LRP447C,N1
733,C,,20.94278852,38,92.26059681,LRP447C,N1
734,B,1974,20.93730526,51,92.26237497,LRP448A,N1
735,B,,20.93730526,49.6,92.26237497,LRP448A,N1
736,B,1973,20.93242603,13.5,92.2636134,LRP448C,N1
737,A,,20.93242603,13.5,92.2636134,LRP448C,N1
738,B,1974,20.93187577,13.5,92.26371263,LRP449A,N1
739,A,,20.93187577,13.5,92.26371263,LRP449A,N1
740,A,1974,20.93039968,2.7,92.2639788,LRP449C,N1
741,C,1973,20.92813739,34.8,92.2643012,LRP449D,N1
742,C,,20.92813739,34.1,92.2643012,LRP449D,N1
743,D,1972,20.92538903,2.7,92.26494516,LRP449F,N1
744,B,1981,20.92092765,37.6,92.26745281,LRP450A,N1
745,C,,20.92092765,37.6,92.26745281,LRP450A,N1
746,A,1987,20.9188882,1.2,92.26870765,LRP450C,N1
747,A,1984,20.91799614,6,92.26910089,LRP450D,N1
748,A,,20.91799614,6,92.26910089,LRP450D,N1
749,A,1986,20.9167065,6,92.26985714,LRP450E,N1
750,C,,20.9167065,6,92.26985714,LRP450E,N1
751,B,1973,20.91537072,1.2,92.27072397,LRP451A,N1
752,A,1987,20.91463508,2.8,92.2712067,LRP451B,N1
753,B,1981,20.91267516,34.3,92.27272112,LRP451C,N1
754,A,,20.91267516,33.7,92.27272112,LRP451C,N1
755,A,1978,20.9116243,1.3,92.2733424,LRP451E,N1
756,C,1965,20.9104285,23.7,92.2741396,LRP451F,N1
757,A,,20.9104285,29.3,92.2741396,LRP451F,N1
758,A,1972,20.90982312,10.6,92.27454319,LRP451H,N1
759,A,,20.90982312,10.6,92.27454319,LRP451H,N1
760,A,1993,20.90945691,10.6,92.27478733,LRP451I,N1
761,A,,20.90945691,10.6,92.27478733,LRP451I,N1
762,A,1972,20.90803213,30,92.27569059,LRP452A,N1
763,C,,20.90803213,29.3,92.27569059,LRP452A,N1
764,A,1979,20.90744796,2.8,92.27605905,LRP452C,N1
765,A,1981,20.90597715,2.8,92.27708556,LRP452D,N1
766,A,1986,20.90530514,2.8,92.2775739,LRP452E,N1
767,C,1984,20.90457186,17.5,92.27807684,LRP452F,N1
768,A,,20.90457186,17.5,92.27807684,LRP452F,N1
769,C,1983,20.90369126,8.3,92.27869323,LRP452H,N1
770,A,,20.90369126,8.3,92.27869323,LRP452H,N1
771,B,1983,20.90320277,6.1,92.27904466,LRP452I,N1
772,A,,20.90320277,6.1,92.27904466,LRP452I,N1
773,B,1974,20.90188493,23,92.27987359,LRP452J,N1
774,A,,20.90188493,23,92.27987359,LRP452J,N1
775,B,1973,20.89709885,15.1,92.28506077,LRP453A,N1
776,A,,20.89709885,15.1,92.28506077,LRP453A,N1
777,A,1982,20.89508961,9,92.28795238,LRP454A,N1
778,A,,20.89508961,9,92.28795238,LRP454A,N1
779,B,1973,20.89227111,9,92.29098403,LRP454B,N1
780,A,,20.89227111,9,92.29098403,LRP454B,N1
781,B,1978,20.89015845,37.3,92.29571808,LRP455A,N1
782,C,,20.89015845,37.3,92.29571808,LRP455A,N1
783,A,1991,20.88456672,1.5,92.29871589,LRP456A,N1
784,C,1989,20.88307045,1.5,92.29816296,LRP456B,N1
785,C,1985,20.88098522,35.9,92.2977774,LRP456C,N1
786,C,,20.88098522,35.9,92.2977774,LRP456C,N1
787,UK,,23.6204716,121.96976640576617,90.6079722,LRP022C,N1
788,UK,,23.5604167,35.62320504358231,90.6542222,LRP030C,N1
789,UK,,23.5315271,26.23620869196613,90.7173604,LRP038D,N1
790,UK,,23.5293882,16.99320000001171,90.7514167,LRP042A,N1
791,UK,,23.5308882,22.873504081862162,90.8041389,LRP048A,N1
792,UK,,23.5346663,15.444296174475344,90.8249716,LRP050A,N1
793,UK,,23.448833,24.373061018324183,91.1471386,LRP089A,N1
794,UK,,23.4235827,36.249560316824486,91.1629722,LRP093A,N1
795,UK,,23.4131111,26.23359983335599,91.1846663,LRP095A,N1
796,UK,,23.40375,27.472585574336936,91.2176382,LRP099A,N1
797,UK,,23.3779716,29.96062877036204,91.2403608,LRP102A,N1
798,UK,,23.3360274,42.428433982598776,91.2700549,LRP108A,N1
799,UK,,23.0808049,14.975743787006747,91.3548611,LRP139B,N1
800,UK,,22.9961941,22.952717747532798,91.4005,LRP151A,N1
801,UK,,22.9624167,106.551864834363,91.4416941,LRP156A,N1
802,UK,,22.9496663,204.20943676549786,91.5007778,LRP163A,N1
803,UK,,22.9156667,226.75348395741088,91.5259438,LRP168A,N1
804,UK,,22.519416,17.26029859262224,91.7053611,LRP216A,N1
805,UK,,22.4307493,39.28750350012844,91.7415274,LRP227B,N1
806,UK,,22.4185549,36.666503550272765,91.7504722,LRP229A,N1
807,UK,,22.3373886,47.515415248226574,91.8542778,LRP248C,N1
808,UK,,22.2278882,12.653905237649052,92.025916,LRP277A,N1
809,UK,,22.1308049,37.95943130842896,92.070416,LRP290A,N1
810,UK,,21.8256938,49.280020040723045,92.0723882,LRP329A,N1
811,UK,,21.5553056,47.62167070268341,92.067916,LRP362A,N1
812,UK,,21.3463608,24.826666892566372,92.0790271,LRP399A,N1
813,UK,,21.2956386,70.91789999982575,92.0993886,LRP405B,N1
814,UK,,21.28277751,12.466144375746149,92.10067986,LRP407B,N1
815,UK,,20.9238882,48.755949562689246,92.2653889,LRP457A,N1
816,UK,,20.9157222,39.28750350011588,92.2704993,LRP458B,N1
817,UK,,20.9088889,41.975082169464535,92.275166,LRP459A,N1
818,UK,,20.9003333,35.47636905895819,92.2807216,LRP460D,N1
819,UK,,20.8969163,32.25860920317533,92.2854441,LRP461C,N1
820,UK,,20.8919163,14.497597625687707,92.2916663,LRP462A,N1
821,UK,,20.8889163,16.918056050242136,92.2982497,LRP463A,N1
822,UK,,20.8768604,40.08210000031977,92.2978886,LRP465A,N1
823,UK,,20.8650278,40.481319764040315,92.2982497,LRP466B,N1
<<<<<<< HEAD
>>>>>>> 8607025440f53989a931ff7daab06d7ddee1e71b
=======
>>>>>>> a55fd8e90ff598b946e83e692c8aff999543845a
